edition,country_noc,gold,silver,bronze,total
1976 Summer Olympics,ROU,4,9,14,27
1976 Winter Olympics,ROU,0,0,0,0
1980 Summer Olympics,ROU,6,6,13,25
1980 Winter Olympics,ROU,0,0,0,0
1984 Summer Olympics,ROU,20,16,17,53
1984 Winter Olympics,ROU,0,0,0,0
1988 Summer Olympics,ROU,7,11,6,24
1988 Winter Olympics,ROU,0,0,0,0
1992 Summer Olympics,ROU,4,6,8,18
1992 Winter Olympics,ROU,0,0,0,0
1994 Winter Olympics,ROU,0,0,0,0
1996 Summer Olympics,ROU,4,7,9,20
1998 Winter Olympics,ROU,0,0,0,0
2000 Summer Olympics,ROU,11,6,9,26
2002 Winter Olympics,ROU,0,0,0,0
2004 Summer Olympics,ROU,8,5,6,19
2006 Winter Olympics,ROU,0,0,0,0
2008 Summer Olympics,ROU,4,1,4,9
2010 Winter Olympics,ROU,0,0,0,0
2012 Summer Olympics,ROU,2,4,1,7
2014 Winter Olympics,ROU,0,0,0,0
2016 Summer Olympics,ROU,1,1,2,4
2018 Winter Olympics,ROU,0,0,0,0
2020 Summer Olympics,ROU,1,3,0,4
2022 Winter Olympics,ROU,0,0,0,0
1992 Summer Olympics,YEM,0,0,0,0
1996 Summer Olympics,YEM,0,0,0,0
2000 Summer Olympics,YEM,0,0,0,0
2004 Summer Olympics,YEM,0,0,0,0
2008 Summer Olympics,YEM,0,0,0,0
2012 Summer Olympics,YEM,0,0,0,0
2016 Summer Olympics,YEM,0,0,0,0
2020 Summer Olympics,YEM,0,0,0,0
1980 Summer Olympics,VIE,0,0,0,0
1988 Summer Olympics,VIE,0,0,0,0
1992 Summer Olympics,VIE,0,0,0,0
1996 Summer Olympics,VIE,0,0,0,0
2000 Summer Olympics,VIE,0,1,0,1
2004 Summer Olympics,VIE,0,0,0,0
2008 Summer Olympics,VIE,0,1,0,1
2012 Summer Olympics,VIE,0,0,1,1
2016 Summer Olympics,VIE,1,1,0,2
2020 Summer Olympics,VIE,0,0,0,0
1900 Summer Olympics,NED,1,2,3,6
1908 Summer Olympics,NED,0,0,2,2
1912 Summer Olympics,NED,0,0,3,3
1920 Summer Olympics,NED,4,2,5,11
1924 Summer Olympics,NED,4,1,6,11
1928 Summer Olympics,NED,8,10,5,23
1928 Winter Olympics,NED,0,0,0,0
1932 Summer Olympics,NED,2,5,1,8
1936 Summer Olympics,NED,6,4,7,17
1936 Winter Olympics,NED,0,0,0,0
1948 Summer Olympics,NED,5,2,9,16
1948 Winter Olympics,NED,0,0,0,0
1952 Summer Olympics,NED,0,5,0,5
1952 Winter Olympics,NED,0,3,0,3
1956 Winter Olympics,NED,0,0,0,0
1956 Equestrian Olympics,NED,0,0,0,0
1960 Summer Olympics,NED,0,1,2,3
1960 Winter Olympics,NED,0,1,1,2
1964 Summer Olympics,NED,2,4,4,10
1964 Winter Olympics,NED,1,1,0,2
1968 Summer Olympics,NED,3,3,1,7
1968 Winter Olympics,NED,3,3,3,9
1972 Summer Olympics,NED,3,1,1,5
1972 Winter Olympics,NED,4,3,2,9
1976 Summer Olympics,NED,0,2,3,5
1976 Winter Olympics,NED,1,2,3,6
1980 Summer Olympics,NED,0,1,2,3
1980 Winter Olympics,NED,1,2,1,4
1984 Summer Olympics,NED,5,2,6,13
1984 Winter Olympics,NED,0,0,0,0
1988 Summer Olympics,NED,2,2,5,9
1988 Winter Olympics,NED,3,2,2,7
1992 Summer Olympics,NED,2,6,7,15
1992 Winter Olympics,NED,1,1,2,4
1994 Winter Olympics,NED,0,1,3,4
1996 Summer Olympics,NED,4,5,10,19
1998 Winter Olympics,NED,5,4,2,11
2000 Summer Olympics,NED,12,9,4,25
2002 Winter Olympics,NED,3,5,0,8
2004 Summer Olympics,NED,4,9,9,22
2006 Winter Olympics,NED,3,2,4,9
2008 Summer Olympics,NED,7,5,4,16
2010 Winter Olympics,NED,4,1,3,8
2012 Summer Olympics,NED,6,6,8,20
2014 Winter Olympics,NED,8,7,9,24
2016 Summer Olympics,NED,8,7,4,19
2018 Winter Olympics,NED,8,6,6,20
2020 Summer Olympics,NED,10,12,14,36
2022 Winter Olympics,NED,8,5,4,17
1968 Summer Olympics,ISV,0,0,0,0
1972 Summer Olympics,ISV,0,0,0,0
1976 Summer Olympics,ISV,0,0,0,0
1984 Summer Olympics,ISV,0,0,0,0
1988 Summer Olympics,ISV,0,1,0,1
1988 Winter Olympics,ISV,0,0,0,0
1992 Summer Olympics,ISV,0,0,0,0
1992 Winter Olympics,ISV,0,0,0,0
1994 Winter Olympics,ISV,0,0,0,0
1996 Summer Olympics,ISV,0,0,0,0
1998 Winter Olympics,ISV,0,0,0,0
2000 Summer Olympics,ISV,0,0,0,0
2002 Winter Olympics,ISV,0,0,0,0
2004 Summer Olympics,ISV,0,0,0,0
2008 Summer Olympics,ISV,0,0,0,0
2012 Summer Olympics,ISV,0,0,0,0
2014 Winter Olympics,ISV,0,0,0,0
2016 Summer Olympics,ISV,0,0,0,0
2020 Summer Olympics,ISV,0,0,0,0
2022 Winter Olympics,ISV,0,0,0,0
1964 Summer Olympics,ZAM,0,0,0,0
1968 Summer Olympics,ZAM,0,0,0,0
1972 Summer Olympics,ZAM,0,0,0,0
1980 Summer Olympics,ZAM,0,0,0,0
1984 Summer Olympics,ZAM,0,0,1,1
1988 Summer Olympics,ZAM,0,0,0,0
1992 Summer Olympics,ZAM,0,0,0,0
1996 Summer Olympics,ZAM,0,1,0,1
2000 Summer Olympics,ZAM,0,0,0,0
2004 Summer Olympics,ZAM,0,0,0,0
2008 Summer Olympics,ZAM,0,0,0,0
2012 Summer Olympics,ZAM,0,0,0,0
2016 Summer Olympics,ZAM,0,0,0,0
2020 Summer Olympics,ZAM,0,0,0,0
1994 Winter Olympics,UZB,1,0,0,1
1996 Summer Olympics,UZB,0,1,1,2
1998 Winter Olympics,UZB,0,0,0,0
2000 Summer Olympics,UZB,1,1,2,4
2002 Winter Olympics,UZB,0,0,0,0
2004 Summer Olympics,UZB,2,1,2,5
2006 Winter Olympics,UZB,0,0,0,0
2008 Summer Olympics,UZB,0,1,3,4
2010 Winter Olympics,UZB,0,0,0,0
2012 Summer Olympics,UZB,0,0,3,3
2014 Winter Olympics,UZB,0,0,0,0
2016 Summer Olympics,UZB,4,2,7,13
2018 Winter Olympics,UZB,0,0,0,0
2020 Summer Olympics,UZB,3,0,2,5
2022 Winter Olympics,UZB,0,0,0,0
1928 Summer Olympics,ZIM,0,0,0,0
1964 Summer Olympics,ZIM,0,0,0,0
1980 Summer Olympics,ZIM,1,0,0,1
1984 Summer Olympics,ZIM,0,0,0,0
1988 Summer Olympics,ZIM,0,0,0,0
1992 Summer Olympics,ZIM,0,0,0,0
1996 Summer Olympics,ZIM,0,0,0,0
2000 Summer Olympics,ZIM,0,0,0,0
2004 Summer Olympics,ZIM,1,1,1,3
2008 Summer Olympics,ZIM,1,3,0,4
2012 Summer Olympics,ZIM,0,0,0,0
2014 Winter Olympics,ZIM,0,0,0,0
2016 Summer Olympics,ZIM,0,0,0,0
2020 Summer Olympics,ZIM,0,0,0,0
1924 Summer Olympics,URU,1,0,0,1
1928 Summer Olympics,URU,1,0,0,1
1932 Summer Olympics,URU,0,0,1,1
1936 Summer Olympics,URU,0,0,0,0
1948 Summer Olympics,URU,0,1,1,2
1952 Summer Olympics,URU,0,0,2,2
1956 Summer Olympics,URU,0,0,1,1
1960 Summer Olympics,URU,0,0,0,0
1964 Summer Olympics,URU,0,0,1,1
1968 Summer Olympics,URU,0,0,0,0
1972 Summer Olympics,URU,0,0,0,0
1976 Summer Olympics,URU,0,0,0,0
1984 Summer Olympics,URU,0,0,0,0
1988 Summer Olympics,URU,0,0,0,0
1992 Summer Olympics,URU,0,0,0,0
1996 Summer Olympics,URU,0,0,0,0
1998 Winter Olympics,URU,0,0,0,0
2000 Summer Olympics,URU,0,1,0,1
2004 Summer Olympics,URU,0,0,0,0
2008 Summer Olympics,URU,0,0,0,0
2012 Summer Olympics,URU,0,0,0,0
2016 Summer Olympics,URU,0,0,0,0
2020 Summer Olympics,URU,0,0,0,0
1912 Summer Olympics,POL,0,0,0,0
1924 Summer Olympics,POL,0,1,1,2
1924 Winter Olympics,POL,0,0,0,0
1928 Summer Olympics,POL,2,1,4,7
1928 Winter Olympics,POL,0,0,0,0
1932 Summer Olympics,POL,3,2,4,9
1932 Winter Olympics,POL,0,0,0,0
1936 Summer Olympics,POL,0,4,5,9
1936 Winter Olympics,POL,0,0,0,0
1948 Summer Olympics,POL,1,0,1,2
1948 Winter Olympics,POL,0,0,0,0
1952 Summer Olympics,POL,1,2,1,4
1952 Winter Olympics,POL,0,0,0,0
1956 Summer Olympics,POL,1,4,4,9
1956 Winter Olympics,POL,0,0,1,1
1960 Summer Olympics,POL,4,6,11,21
1960 Winter Olympics,POL,0,1,1,2
1964 Summer Olympics,POL,7,6,10,23
1964 Winter Olympics,POL,0,0,0,0
1968 Summer Olympics,POL,5,2,11,18
1968 Winter Olympics,POL,0,0,0,0
1972 Summer Olympics,POL,7,5,9,21
1972 Winter Olympics,POL,1,0,0,1
1976 Summer Olympics,POL,7,6,13,26
1976 Winter Olympics,POL,0,0,0,0
1980 Summer Olympics,POL,3,14,15,32
1980 Winter Olympics,POL,0,0,0,0
1984 Winter Olympics,POL,0,0,0,0
1988 Summer Olympics,POL,2,5,9,16
1988 Winter Olympics,POL,0,0,0,0
1992 Summer Olympics,POL,3,6,10,19
1992 Winter Olympics,POL,0,0,0,0
1994 Winter Olympics,POL,0,0,0,0
1996 Summer Olympics,POL,7,5,5,17
1998 Winter Olympics,POL,0,0,0,0
2000 Summer Olympics,POL,6,5,3,14
2002 Winter Olympics,POL,0,1,1,2
2004 Summer Olympics,POL,3,2,5,10
2006 Winter Olympics,POL,0,1,1,2
2008 Summer Olympics,POL,4,5,2,11
2010 Winter Olympics,POL,1,3,2,6
2012 Summer Olympics,POL,3,2,6,11
2014 Winter Olympics,POL,4,1,1,6
2016 Summer Olympics,POL,2,3,6,11
2018 Winter Olympics,POL,1,0,1,2
2020 Summer Olympics,POL,4,5,5,14
2022 Winter Olympics,POL,0,0,1,1
1994 Winter Olympics,UKR,1,0,1,2
1996 Summer Olympics,UKR,9,2,12,23
1998 Winter Olympics,UKR,0,1,0,1
2000 Summer Olympics,UKR,3,10,10,23
2002 Winter Olympics,UKR,0,0,0,0
2004 Summer Olympics,UKR,8,5,9,22
2006 Winter Olympics,UKR,0,0,2,2
2008 Summer Olympics,UKR,7,4,11,22
2010 Winter Olympics,UKR,0,0,0,0
2012 Summer Olympics,UKR,5,4,10,19
2014 Winter Olympics,UKR,1,0,1,2
2016 Summer Olympics,UKR,2,5,4,11
2018 Winter Olympics,UKR,1,0,0,1
2020 Summer Olympics,UKR,1,6,12,19
2022 Winter Olympics,UKR,0,1,0,1
1932 Summer Olympics,VEN,0,0,0,0
1948 Summer Olympics,VEN,0,0,0,0
1952 Summer Olympics,VEN,0,0,1,1
1956 Summer Olympics,VEN,0,0,0,0
1956 Equestrian Olympics,VEN,0,0,0,0
1960 Summer Olympics,VEN,0,0,1,1
1964 Summer Olympics,VEN,0,0,0,0
1968 Summer Olympics,VEN,1,0,0,1
1972 Summer Olympics,VEN,0,0,0,0
1976 Summer Olympics,VEN,0,1,0,1
1980 Summer Olympics,VEN,0,1,0,1
1984 Summer Olympics,VEN,0,0,3,3
1988 Summer Olympics,VEN,0,0,0,0
1992 Summer Olympics,VEN,0,0,0,0
1996 Summer Olympics,VEN,0,0,0,0
1998 Winter Olympics,VEN,0,0,0,0
2000 Summer Olympics,VEN,0,0,0,0
2002 Winter Olympics,VEN,0,0,0,0
2004 Summer Olympics,VEN,0,0,2,2
2006 Winter Olympics,VEN,0,0,0,0
2008 Summer Olympics,VEN,0,0,1,1
2012 Summer Olympics,VEN,1,0,0,1
2014 Winter Olympics,VEN,0,0,0,0
2016 Summer Olympics,VEN,0,2,1,3
2020 Summer Olympics,VEN,1,3,0,4
1908 Summer Olympics,TUR,0,0,0,0
1912 Summer Olympics,TUR,0,0,0,0
1924 Summer Olympics,TUR,0,0,0,0
1928 Summer Olympics,TUR,0,0,0,0
1932 Summer Olympics,TUR,0,0,0,0
1936 Summer Olympics,TUR,1,0,1,2
1936 Winter Olympics,TUR,0,0,0,0
1948 Summer Olympics,TUR,6,4,2,12
1948 Winter Olympics,TUR,0,0,0,0
1952 Summer Olympics,TUR,2,0,1,3
1956 Summer Olympics,TUR,3,2,2,7
1956 Winter Olympics,TUR,0,0,0,0
1956 Equestrian Olympics,TUR,0,0,0,0
1960 Summer Olympics,TUR,7,2,0,9
1960 Winter Olympics,TUR,0,0,0,0
1964 Summer Olympics,TUR,2,3,1,6
1964 Winter Olympics,TUR,0,0,0,0
1968 Summer Olympics,TUR,2,0,0,2
1968 Winter Olympics,TUR,0,0,0,0
1972 Summer Olympics,TUR,0,1,0,1
1976 Summer Olympics,TUR,0,0,0,0
1976 Winter Olympics,TUR,0,0,0,0
1984 Summer Olympics,TUR,0,0,3,3
1984 Winter Olympics,TUR,0,0,0,0
1988 Summer Olympics,TUR,1,1,0,2
1988 Winter Olympics,TUR,0,0,0,0
1992 Summer Olympics,TUR,2,2,2,6
1992 Winter Olympics,TUR,0,0,0,0
1994 Winter Olympics,TUR,0,0,0,0
1996 Summer Olympics,TUR,4,1,1,6
1998 Winter Olympics,TUR,0,0,0,0
2000 Summer Olympics,TUR,3,0,2,5
2002 Winter Olympics,TUR,0,0,0,0
2004 Summer Olympics,TUR,3,3,4,10
2006 Winter Olympics,TUR,0,0,0,0
2008 Summer Olympics,TUR,1,1,3,5
2010 Winter Olympics,TUR,0,0,0,0
2012 Summer Olympics,TUR,1,1,1,3
2014 Winter Olympics,TUR,0,0,0,0
2016 Summer Olympics,TUR,1,3,4,8
2018 Winter Olympics,TUR,0,0,0,0
2020 Summer Olympics,TUR,2,2,9,13
2022 Winter Olympics,TUR,0,0,0,0
1952 Summer Olympics,URS,22,30,19,71
1956 Summer Olympics,URS,37,29,32,98
1956 Winter Olympics,URS,7,3,6,16
1956 Equestrian Olympics,URS,0,0,0,0
1960 Summer Olympics,URS,43,29,31,103
1960 Winter Olympics,URS,7,5,9,21
1964 Summer Olympics,URS,30,31,35,96
1964 Winter Olympics,URS,11,8,6,25
1968 Summer Olympics,URS,29,32,30,91
1968 Winter Olympics,URS,5,5,3,13
1972 Summer Olympics,URS,50,27,22,99
1972 Winter Olympics,URS,8,5,3,16
1976 Summer Olympics,URS,49,41,35,125
1976 Winter Olympics,URS,13,6,8,27
1980 Summer Olympics,URS,80,69,46,195
1980 Winter Olympics,URS,10,6,6,22
1984 Winter Olympics,URS,6,10,9,25
1988 Summer Olympics,URS,55,31,46,132
1988 Winter Olympics,URS,11,9,9,29
1968 Summer Olympics,FRG,5,11,10,26
1968 Winter Olympics,FRG,2,2,3,7
1972 Summer Olympics,FRG,13,11,16,40
1972 Winter Olympics,FRG,3,1,1,5
1976 Summer Olympics,FRG,10,12,17,39
1976 Winter Olympics,FRG,2,5,3,10
1980 Winter Olympics,FRG,0,2,3,5
1984 Summer Olympics,FRG,17,19,23,59
1984 Winter Olympics,FRG,2,1,1,4
1988 Summer Olympics,FRG,11,14,15,40
1988 Winter Olympics,FRG,2,4,2,8
1900 Summer Olympics,ESP,1,0,0,1
1920 Summer Olympics,ESP,0,2,0,2
1924 Summer Olympics,ESP,0,0,0,0
1928 Summer Olympics,ESP,1,0,0,1
1932 Summer Olympics,ESP,0,0,1,1
1936 Winter Olympics,ESP,0,0,0,0
1948 Summer Olympics,ESP,0,1,0,1
1948 Winter Olympics,ESP,0,0,0,0
1952 Summer Olympics,ESP,0,1,0,1
1952 Winter Olympics,ESP,0,0,0,0
1956 Winter Olympics,ESP,0,0,0,0
1956 Equestrian Olympics,ESP,0,0,0,0
1960 Summer Olympics,ESP,0,0,1,1
1960 Winter Olympics,ESP,0,0,0,0
1964 Summer Olympics,ESP,0,0,0,0
1964 Winter Olympics,ESP,0,0,0,0
1968 Summer Olympics,ESP,0,0,0,0
1968 Winter Olympics,ESP,0,0,0,0
1972 Summer Olympics,ESP,0,0,1,1
1972 Winter Olympics,ESP,1,0,0,1
1976 Summer Olympics,ESP,0,2,0,2
1976 Winter Olympics,ESP,0,0,0,0
1980 Summer Olympics,ESP,1,3,2,6
1980 Winter Olympics,ESP,0,0,0,0
1984 Summer Olympics,ESP,1,2,2,5
1984 Winter Olympics,ESP,0,0,0,0
1988 Summer Olympics,ESP,1,1,2,4
1988 Winter Olympics,ESP,0,0,0,0
1992 Summer Olympics,ESP,13,7,2,22
1992 Winter Olympics,ESP,0,0,1,1
1994 Winter Olympics,ESP,0,0,0,0
1996 Summer Olympics,ESP,5,6,6,17
1998 Winter Olympics,ESP,0,0,0,0
2000 Summer Olympics,ESP,3,3,5,11
2002 Winter Olympics,ESP,0,0,0,0
2004 Summer Olympics,ESP,3,11,6,20
2006 Winter Olympics,ESP,0,0,0,0
2008 Summer Olympics,ESP,5,11,3,19
2010 Winter Olympics,ESP,0,0,0,0
2012 Summer Olympics,ESP,4,10,6,20
2014 Winter Olympics,ESP,0,0,0,0
2016 Summer Olympics,ESP,7,4,6,17
2018 Winter Olympics,ESP,0,0,2,2
2020 Summer Olympics,ESP,3,8,6,17
2022 Winter Olympics,ESP,0,1,0,1
1920 Summer Olympics,YUG,0,0,0,0
1924 Summer Olympics,YUG,2,0,0,2
1924 Winter Olympics,YUG,0,0,0,0
1928 Summer Olympics,YUG,1,1,3,5
1928 Winter Olympics,YUG,0,0,0,0
1932 Summer Olympics,YUG,0,0,0,0
1936 Summer Olympics,YUG,0,1,0,1
1936 Winter Olympics,YUG,0,0,0,0
1948 Summer Olympics,YUG,0,2,0,2
1948 Winter Olympics,YUG,0,0,0,0
1952 Summer Olympics,YUG,1,2,0,3
1952 Winter Olympics,YUG,0,0,0,0
1956 Summer Olympics,YUG,0,3,0,3
1956 Winter Olympics,YUG,0,0,0,0
1960 Summer Olympics,YUG,1,1,0,2
1964 Summer Olympics,YUG,2,1,2,5
1964 Winter Olympics,YUG,0,0,0,0
1968 Summer Olympics,YUG,3,3,2,8
1968 Winter Olympics,YUG,0,0,0,0
1972 Summer Olympics,YUG,2,1,2,5
1972 Winter Olympics,YUG,0,0,0,0
1976 Summer Olympics,YUG,2,3,3,8
1976 Winter Olympics,YUG,0,0,0,0
1980 Summer Olympics,YUG,2,3,4,9
1980 Winter Olympics,YUG,0,0,0,0
1984 Summer Olympics,YUG,7,4,7,18
1984 Winter Olympics,YUG,0,1,0,1
1988 Summer Olympics,YUG,3,4,5,12
1988 Winter Olympics,YUG,0,2,1,3
1992 Winter Olympics,YUG,0,0,0,0
1896 Summer Olympics,SUI,1,2,0,3
1900 Summer Olympics,SUI,6,3,1,10
1908 Summer Olympics,SUI,0,0,0,0
1912 Summer Olympics,SUI,1,0,0,1
1920 Summer Olympics,SUI,2,2,7,11
1924 Summer Olympics,SUI,7,8,10,25
1924 Winter Olympics,SUI,2,0,1,3
1928 Summer Olympics,SUI,7,6,4,17
1928 Winter Olympics,SUI,0,0,1,1
1932 Summer Olympics,SUI,0,1,0,1
1932 Winter Olympics,SUI,0,1,0,1
1936 Summer Olympics,SUI,4,9,5,18
1936 Winter Olympics,SUI,1,2,0,3
1948 Summer Olympics,SUI,5,12,6,23
1948 Winter Olympics,SUI,3,4,3,10
1952 Summer Olympics,SUI,2,6,6,14
1952 Winter Olympics,SUI,0,0,2,2
1956 Winter Olympics,SUI,3,2,1,6
1956 Equestrian Olympics,SUI,0,0,1,1
1960 Summer Olympics,SUI,0,3,3,6
1960 Winter Olympics,SUI,2,0,0,2
1964 Summer Olympics,SUI,1,2,1,4
1964 Winter Olympics,SUI,0,0,0,0
1968 Summer Olympics,SUI,0,1,4,5
1968 Winter Olympics,SUI,0,2,4,6
1972 Summer Olympics,SUI,0,3,0,3
1972 Winter Olympics,SUI,4,3,3,10
1976 Summer Olympics,SUI,1,1,2,4
1976 Winter Olympics,SUI,1,3,1,5
1980 Summer Olympics,SUI,2,0,0,2
1980 Winter Olympics,SUI,1,1,3,5
1984 Summer Olympics,SUI,0,4,4,8
1984 Winter Olympics,SUI,2,2,1,5
1988 Summer Olympics,SUI,0,2,2,4
1988 Winter Olympics,SUI,5,5,5,15
1992 Summer Olympics,SUI,1,0,0,1
1992 Winter Olympics,SUI,1,0,2,3
1994 Winter Olympics,SUI,3,4,2,9
1996 Summer Olympics,SUI,4,3,0,7
1998 Winter Olympics,SUI,2,2,3,7
2000 Summer Olympics,SUI,1,6,2,9
2002 Winter Olympics,SUI,3,2,5,10
2004 Summer Olympics,SUI,1,1,3,5
2006 Winter Olympics,SUI,4,4,4,12
2008 Summer Olympics,SUI,2,1,4,7
2010 Winter Olympics,SUI,6,0,3,9
2012 Summer Olympics,SUI,2,2,0,4
2014 Winter Olympics,SUI,7,2,2,11
2016 Summer Olympics,SUI,3,2,2,7
2018 Winter Olympics,SUI,5,6,4,15
2020 Summer Olympics,SUI,3,4,6,13
2022 Winter Olympics,SUI,7,2,6,15
1896 Summer Olympics,SWE,0,0,0,0
1900 Summer Olympics,SWE,1,0,1,2
1908 Summer Olympics,SWE,8,6,11,25
1912 Summer Olympics,SWE,23,25,17,65
1920 Summer Olympics,SWE,19,20,25,64
1924 Summer Olympics,SWE,4,13,12,29
1924 Winter Olympics,SWE,1,1,0,2
1928 Summer Olympics,SWE,7,6,12,25
1928 Winter Olympics,SWE,2,2,1,5
1932 Summer Olympics,SWE,10,5,9,24
1932 Winter Olympics,SWE,1,2,0,3
1936 Summer Olympics,SWE,6,5,10,21
1936 Winter Olympics,SWE,2,2,3,7
1948 Summer Olympics,SWE,17,11,18,46
1948 Winter Olympics,SWE,4,3,3,10
1952 Summer Olympics,SWE,12,13,10,35
1952 Winter Olympics,SWE,0,0,4,4
1956 Summer Olympics,SWE,5,5,6,16
1956 Winter Olympics,SWE,2,4,4,10
1956 Equestrian Olympics,SWE,3,0,0,3
1960 Summer Olympics,SWE,1,2,3,6
1960 Winter Olympics,SWE,3,2,2,7
1964 Summer Olympics,SWE,2,2,4,8
1964 Winter Olympics,SWE,3,3,1,7
1968 Summer Olympics,SWE,2,1,1,4
1968 Winter Olympics,SWE,3,2,3,8
1972 Summer Olympics,SWE,4,6,6,16
1972 Winter Olympics,SWE,1,1,2,4
1976 Summer Olympics,SWE,4,1,0,5
1976 Winter Olympics,SWE,0,0,2,2
1980 Summer Olympics,SWE,3,3,6,12
1980 Winter Olympics,SWE,3,0,1,4
1984 Summer Olympics,SWE,2,11,6,19
1984 Winter Olympics,SWE,4,2,2,8
1988 Summer Olympics,SWE,0,4,7,11
1988 Winter Olympics,SWE,4,0,2,6
1992 Summer Olympics,SWE,1,7,4,12
1992 Winter Olympics,SWE,1,0,3,4
1994 Winter Olympics,SWE,2,1,0,3
1996 Summer Olympics,SWE,2,4,2,8
1998 Winter Olympics,SWE,0,2,1,3
2000 Summer Olympics,SWE,4,5,3,12
2002 Winter Olympics,SWE,0,2,5,7
2004 Summer Olympics,SWE,4,2,1,7
2006 Winter Olympics,SWE,7,2,5,14
2008 Summer Olympics,SWE,0,4,1,5
2010 Winter Olympics,SWE,5,2,4,11
2012 Summer Olympics,SWE,1,4,3,8
2014 Winter Olympics,SWE,2,7,6,15
2016 Summer Olympics,SWE,2,6,3,11
2018 Winter Olympics,SWE,7,6,1,14
2020 Summer Olympics,SWE,3,6,0,9
2022 Winter Olympics,SWE,8,5,5,18
1896 Summer Olympics,USA,11,7,2,20
1900 Summer Olympics,USA,20,14,17,51
1904 Summer Olympics,USA,81,85,82,248
1908 Summer Olympics,USA,23,12,12,47
1912 Summer Olympics,USA,26,19,19,64
1920 Summer Olympics,USA,41,27,27,95
1924 Summer Olympics,USA,45,27,27,99
1924 Winter Olympics,USA,1,2,1,4
1928 Summer Olympics,USA,22,18,16,56
1928 Winter Olympics,USA,1,1,2,4
1932 Summer Olympics,USA,44,36,30,110
1932 Winter Olympics,USA,6,4,2,12
1936 Summer Olympics,USA,24,21,12,57
1936 Winter Olympics,USA,1,0,3,4
1948 Summer Olympics,USA,38,27,19,84
1948 Winter Olympics,USA,3,3,2,8
1952 Summer Olympics,USA,40,19,17,76
1952 Winter Olympics,USA,4,6,1,11
1956 Summer Olympics,USA,32,25,17,74
1956 Winter Olympics,USA,2,3,2,7
1956 Equestrian Olympics,USA,0,0,0,0
1960 Summer Olympics,USA,34,21,16,71
1960 Winter Olympics,USA,3,4,3,10
1964 Summer Olympics,USA,36,26,28,90
1964 Winter Olympics,USA,1,2,4,7
1968 Summer Olympics,USA,45,28,34,107
1968 Winter Olympics,USA,1,5,1,7
1972 Summer Olympics,USA,33,31,30,94
1972 Winter Olympics,USA,3,2,3,8
1976 Summer Olympics,USA,34,35,25,94
1976 Winter Olympics,USA,3,3,4,10
1980 Winter Olympics,USA,6,4,2,12
1984 Summer Olympics,USA,83,61,30,174
1984 Winter Olympics,USA,4,4,0,8
1988 Summer Olympics,USA,36,31,27,94
1988 Winter Olympics,USA,2,1,3,6
1992 Summer Olympics,USA,37,34,37,108
1992 Winter Olympics,USA,5,4,2,11
1994 Winter Olympics,USA,6,5,2,13
1996 Summer Olympics,USA,44,32,25,101
1998 Winter Olympics,USA,6,3,4,13
2000 Summer Olympics,USA,37,24,32,93
2002 Winter Olympics,USA,8,12,11,31
2004 Summer Olympics,USA,36,39,26,101
2006 Winter Olympics,USA,9,9,7,25
2008 Summer Olympics,USA,36,39,37,112
2010 Winter Olympics,USA,9,15,13,37
2012 Summer Olympics,USA,47,27,30,104
2014 Winter Olympics,USA,9,9,10,28
2016 Summer Olympics,USA,46,37,38,121
2018 Winter Olympics,USA,9,8,6,23
2020 Summer Olympics,USA,39,41,33,113
2022 Winter Olympics,USA,8,10,7,25
