result_id
9270
19012189
29722
31969
51929
45947
19000470
256358
185147
260689
54126
59331
1465
185419
22384
6245
60270
9001185
6995
45440
256298
54255
4684
57490
127684
924415
29637
70239
10197
302141
70369
70183
920066
178
30811
61115
21103
925830
59763
925100
29816
67511
67500
5282
121968
19019516
158995
262678
925869
51959
70739
350096
155049
153771
350001
8877
4509
127382
22839
57222
34725
16794
126798
58224
925683
925719
185246
59370
86748
64779
9512
30104
50288
153584
925647
34202
261405
155139
51890
925923
51773
6233
44678
185271
6000249
38237
70427
23817
18000588
40556
8491
70829
7205
1423
56862
258609
1061
1239
351748
901176
185062
90016763
10608
313027
51647
70182
6634
4401
56876
32969
134052
259958
130167
5128
185004
358677
2076
62286
9000639
22945
31600
58903
154010
924312
350027
1012
1488
350278
19016138
95039
61156
159012
185080
103487
925690
15139
63214
926086
256265
70106
61868
261275
258676
9000112
29355
51734
19019657
1195
261876
255411
51832
63128
122087
40646
359110
62738
19000233
18001466
302552
62350
56649
12548
332000
70265
30077
154648
48552
2008
9256
1091
358817
351430
29906
9204
57955
1118
355634
255030
923573
29674
255651
1561
185073
57136
61029
5379
70605
304111
19001517
6934
51656
28730
56095
925111
58880
2091
9262
70679
158247
54138
5459
70442
925810
5756
259924
70062
56024
1377
50072
65593
930010
159078
1120
40601
353502
21440
905486
77020
350581
1220
255031
60914
154282
8580
19005953
42470
58609
920023
1490
8694
19019664
54310
86731
112706
57989
51533
7983
5024
19012203
6097
25824
120000
159053
57216
59451
18000159
319061
158961
62293
1927
332552
925903
59618
33641
50234
58796
900070
157918
51722
65447
158548
52031
102704
1585
354380
7297
1088
900317
25222
900465
905000
358771
65247
259961
353829
185145
257625
61108
261170
9976
58336
51536
925825
322203
35882
19019733
157561
54299
64093
70289
70412
9629
153233
51758
2092
925088
19000784
322179
84035
555
1568
357646
154877
332092
901205
9915
97460
65373
924555
438
262265
316309
9000790
396300
1371
312042
154547
1081
40537
70295
1234
350629
2400
45001
56128
19019511
900840
65109
8318
62669
158347
155175
350319
1496
26459
256033
10223
9889
155008
30659
920046
923776
123832
920019
925529
257228
154756
2403
13754
64721
10589
65440
51645
358506
256092
185063
126025
121874
153294
925911
2047
920008
7814
64653
56100
153770
15731
10346
153296
26533
19019635
256068
26089
115914
257659
127755
21308
8592
19020092
324142
20123
34500
923481
357269
185055
50171
133209
54030
125440
19004456
1176
122069
61413
925796
322095
70207
355266
92604
925802
51757
22107
21223
158882
1916
103028
302514
93205
19000194
157995
332460
65094
905322
127565
70248
10301
925068
59475
920034
157539
15779
19005015
18294
61686
185081
957
1233
56090
923554
1594
261399
925914
7033
122114
354655
19020750
9000582
65065
7150
70805
126229
59427
6598
395879
256193
63261
62771
46903
6140
925081
356448
80279
38727
159330
153006
1053
131116
7778
64466
63505
51571
262970
19019640
52017
18747
9001058
257643
185024
956
63522
153032
50270
1913
30251
925751
311142
18115
60599
900318
70024
8795
8102
1350
37454
19000451
925799
350374
905337
159204
26311
117
153499
1968
56023
1336
21892
58452
51819
19020200
28758
29186
2611
350670
261601
185518
63764
51745
15646
54243
900136
105783
25185
261828
56233
58345
353450
25155
4893
1719
925767
54
158802
10702
9000101
73998
51887
1938
10681
70431
185001
51770
54150
6347
302038
779
54290
48441
18000772
120315
255380
26866
1031
255021
1043
5098
70060
37481
12736
354880
2458
56088
19020566
185097
24418
900050
19020425
530
926084
62862
54288
123396
900056
158403
1311
19009416
7214
54264
10106
15827
1539
19001120
1200
50090
6000248
127969
923712
121591
50000
925787
920055
316234
19000083
255340
35038
9642
70086
905175
60024
7337
16697
153362
319027
51590
357200
375
257653
31149
2448
158888
120920
86533
925729
6185
356152
29502
57406
30113
5728
70277
311360
359036
129931
920073
30178
258770
9824
923640
258832
9000111
351030
57830
920057
900019
115179
58918
925092
72031
30269
19004900
901261
155108
113552
9746
1410
30923
1962
359198
332644
256132
153283
185358
73978
153726
157556
51835
255041
60072
920027
38777
905194
19005916
316
261772
350648
9694
350152
61556
9000265
2210
21367
56495
19000697
19008504
1282
923601
358653
123662
19019716
9248
255835
9001029
4843
6756
2436
6666
2394
263006
19005879
159695
925007
185169
54104
154794
61817
1474
431
70083
925953
19000221
72408
51572
64736
358183
4400
8381
1328
925835
41463
65610
359080
185371
70687
129525
70603
925108
930005
153079
925848
12928
257222
9000102
19009133
58318
25137
64629
64031
64373
1028
70623
1816
1085
56137
20017
925070
153697
58821
9000740
354218
29545
9351
5721
123936
185082
19019512
103
7995
19001471
19020517
1981
10849
9000240
60455
302343
51712
26496
18000339
7574
64465
70397
63804
920053
185005
70114
19000151
19001980
930021
262828
316000
59806
185405
70616
9016727
5273
19001870
158822
316393
353276
353472
257298
59359
256328
1226
5654
158952
900788
925893
19416
357302
57507
44067
1987
310013
925952
9525
57875
2112
70283
66645
357237
255095
90845
9001046
924506
319000
8803
51673
302378
5866
159183
100009
256950
59050
4662
56048
9241
58303
70204
